source,target,value,shared_articles_count,source_tokens,target_tokens,overlap_tokens,overlap_count
called turning,part series called,9,9,called | called turning | turning,called | part | part series | series | series called,called,1
called turning,series called,9,9,called | called turning | turning,called | series | series called,called,1
called turning,turning points series,9,9,called | called turning | turning,points | points series | series | turning | turning points,turning,1
called turning,visiting turning,9,9,called | called turning | turning,turning | visiting | visiting turning,turning,1
called turning,visiting turning points,9,9,called | called turning | turning,points | turning | turning points | visiting | visiting turning,turning,1
called turning points,part series called,9,9,called | called turning | points | turning | turning points,called | part | part series | series | series called,called,1
called turning points,points series,9,9,called | called turning | points | turning | turning points,points | points series | series,points,1
called turning points,points series page,9,9,called | called turning | points | turning | turning points,page | points | points series | series | series page,points,1
called turning points,points writers explore,9,9,called | called turning | points | turning | turning points,explore | points | points writers | writers | writers explore,points,1
called turning points,read visiting turning,9,9,called | called turning | points | turning | turning points,read | read visiting | turning | visiting | visiting turning,turning,1
called turning points,series called,9,9,called | called turning | points | turning | turning points,called | series | series called,called,1
called turning points,visiting turning,9,9,called | called turning | points | turning | turning points,turning | visiting | visiting turning,turning,1
critical moments,moments year might,9,9,critical | critical moments | moments,might | moments | moments year | year | year might,moments,1
critical moments,writers explore critical,9,9,critical | critical moments | moments,critical | explore | explore critical | writers | writers explore,critical,1
democratic republic,republic congo,9,9,democratic | democratic republic | republic,congo | republic | republic congo,republic,1
explore critical,critical moments,9,9,critical | explore | explore critical,critical | critical moments | moments,critical,1
explore critical,critical moments year,9,9,critical | explore | explore critical,critical | critical moments | moments | moments year | year,critical,1
explore critical,writers explore,9,9,critical | explore | explore critical,explore | writers | writers explore,explore,1
explore critical moments,moments year,9,9,critical | critical moments | explore | explore critical | moments,moments | moments year | year,moments,1
explore critical moments,moments year might,9,9,critical | critical moments | explore | explore critical | moments,might | moments | moments year | year | year might,moments,1
explore critical moments,writers explore,9,9,critical | critical moments | explore | explore critical | moments,explore | writers | writers explore,explore,1
gaza strip,gaza cease,9,9,gaza | gaza strip | strip,cease | gaza | gaza cease,gaza,1
gaza strip,gaza cease fire,9,9,gaza | gaza strip | strip,cease | cease fire | fire | gaza | gaza cease,gaza,1
gaza strip,southern gaza,9,9,gaza | gaza strip | strip,gaza | southern | southern gaza,gaza,1
interest rate,interest rates,9,9,interest | interest rate | rate,interest | interest rates | rates,interest,1
israeli airstrike,israeli strike,9,9,airstrike | israeli | israeli airstrike,israeli | israeli strike | strike,israeli,1
israeli military,israeli officials,9,9,israeli | israeli military | military,israeli | israeli officials | officials,israeli,1
mean year,critical moments year,9,9,mean | mean year | year,critical | critical moments | moments | moments year | year,year,1
mean year,might mean,9,9,mean | mean year | year,mean | might | might mean,mean,1
mean year,moments year,9,9,mean | mean year | year,moments | moments year | year,year,1
mean year,moments year might,9,9,mean | mean year | year,might | moments | moments year | year | year might,year,1
mean year,year ahead,9,9,mean | mean year | year,ahead | year | year ahead,year,1
mean year ahead,ahead read,9,9,ahead | mean | mean year | year | year ahead,ahead | ahead read | read,ahead,1
mean year ahead,critical moments year,9,9,ahead | mean | mean year | year | year ahead,critical | critical moments | moments | moments year | year,year,1
mean year ahead,might mean,9,9,ahead | mean | mean year | year | year ahead,mean | might | might mean,mean,1
mean year ahead,moments year,9,9,ahead | mean | mean year | year | year ahead,moments | moments year | year,year,1
mean year ahead,moments year might,9,9,ahead | mean | mean year | year | year ahead,might | moments | moments year | year | year might,year,1
might mean,moments year might,9,9,mean | might | might mean,might | moments | moments year | year | year might,might,1
might mean year,critical moments year,9,9,mean | mean year | might | might mean | year,critical | critical moments | moments | moments year | year,year,1
might mean year,moments year,9,9,mean | mean year | might | might mean | year,moments | moments year | year,year,1
might mean year,year ahead,9,9,mean | mean year | might | might mean | year,ahead | year | year ahead,year,1
might mean year,year ahead read,9,9,mean | mean year | might | might mean | year,ahead | ahead read | read | year | year ahead,year,1
moments year,critical moments,9,9,moments | moments year | year,critical | critical moments | moments,moments,1
part series,points series page,9,9,part | part series | series,page | points | points series | series | series page,series,1
part series,series called,9,9,part | part series | series,called | series | series called,series,1
part series,turning points series,9,9,part | part series | series,points | points series | series | turning | turning points,series,1
points series,part series,9,9,points | points series | series,part | part series | series,series,1
points series,part series called,9,9,points | points series | series,called | part | part series | series | series called,series,1
points series,series called,9,9,points | points series | series,called | series | series called,series,1
points series,visiting turning points,9,9,points | points series | series,points | turning | turning points | visiting | visiting turning,points,1
points series page,part series called,9,9,page | points | points series | series | series page,called | part | part series | series | series called,series,1
points series page,visiting turning points,9,9,page | points | points series | series | series page,points | turning | turning points | visiting | visiting turning,points,1
points writers,called turning points,9,9,points | points writers | writers,called | called turning | points | turning | turning points,points,1
points writers,points series,9,9,points | points writers | writers,points | points series | series,points,1
points writers,points series page,9,9,points | points writers | writers,page | points | points series | series | series page,points,1
points writers,turning points series,9,9,points | points writers | writers,points | points series | series | turning | turning points,points,1
points writers,visiting turning points,9,9,points | points writers | writers,points | turning | turning points | visiting | visiting turning,points,1
points writers,writers explore,9,9,points | points writers | writers,explore | writers | writers explore,writers,1
points writers,writers explore critical,9,9,points | points writers | writers,critical | explore | explore critical | writers | writers explore,writers,1
points writers explore,explore critical,9,9,explore | points | points writers | writers | writers explore,critical | explore | explore critical,explore,1
points writers explore,explore critical moments,9,9,explore | points | points writers | writers | writers explore,critical | critical moments | explore | explore critical | moments,explore,1
points writers explore,points series,9,9,explore | points | points writers | writers | writers explore,points | points series | series,points,1
points writers explore,points series page,9,9,explore | points | points writers | writers | writers explore,page | points | points series | series | series page,points,1
points writers explore,turning points series,9,9,explore | points | points writers | writers | writers explore,points | points series | series | turning | turning points,points,1
points writers explore,visiting turning points,9,9,explore | points | points writers | writers | writers explore,points | turning | turning points | visiting | visiting turning,points,1
positive banned,swimmers tested positive,9,9,banned | positive | positive banned,positive | swimmers | swimmers tested | tested | tested positive,positive,1
positive banned,tested positive,9,9,banned | positive | positive banned,positive | tested | tested positive,positive,1
positive banned drug,tested positive,9,9,banned | banned drug | drug | positive | positive banned,positive | tested | tested positive,positive,1
prime minister,defense minister,9,9,minister | prime | prime minister,defense | defense minister | minister,minister,1
read visiting,visiting turning,9,9,read | read visiting | visiting,turning | visiting | visiting turning,visiting,1
read visiting,visiting turning points,9,9,read | read visiting | visiting,points | turning | turning points | visiting | visiting turning,visiting,1
read visiting turning,ahead read,9,9,read | read visiting | turning | visiting | visiting turning,ahead | ahead read | read,read,1
read visiting turning,called turning,9,9,read | read visiting | turning | visiting | visiting turning,called | called turning | turning,turning,1
read visiting turning,turning points series,9,9,read | read visiting | turning | visiting | visiting turning,points | points series | series | turning | turning points,turning,1
read visiting turning,year ahead read,9,9,read | read visiting | turning | visiting | visiting turning,ahead | ahead read | read | year | year ahead,read,1
series called,points series page,9,9,called | series | series called,page | points | points series | series | series page,series,1
series called,turning points series,9,9,called | series | series called,points | points series | series | turning | turning points,series,1
series called turning,part series,9,9,called | called turning | series | series called | turning,part | part series | series,series,1
series called turning,points series,9,9,called | called turning | series | series called | turning,points | points series | series,series,1
series called turning,points series page,9,9,called | called turning | series | series called | turning,page | points | points series | series | series page,series,1
series called turning,read visiting turning,9,9,called | called turning | series | series called | turning,read | read visiting | turning | visiting | visiting turning,turning,1
series called turning,series page,9,9,called | called turning | series | series called | turning,page | series | series page,series,1
series called turning,turning points writers,9,9,called | called turning | series | series called | turning,points | points writers | turning | turning points | writers,turning,1
series called turning,visiting turning,9,9,called | called turning | series | series called | turning,turning | visiting | visiting turning,turning,1
series called turning,visiting turning points,9,9,called | called turning | series | series called | turning,points | turning | turning points | visiting | visiting turning,turning,1
series page,part series,9,9,page | series | series page,part | part series | series,series,1
series page,part series called,9,9,page | series | series page,called | part | part series | series | series called,series,1
series page,points series,9,9,page | series | series page,points | points series | series,series,1
series page,series called,9,9,page | series | series page,called | series | series called,series,1
series page,turning points series,9,9,page | series | series page,points | points series | series | turning | turning points,series,1
swimmers tested positive,positive banned drug,9,9,positive | swimmers | swimmers tested | tested | tested positive,banned | banned drug | drug | positive | positive banned,positive,1
tested positive banned,swimmers tested,9,9,banned | positive | positive banned | tested | tested positive,swimmers | swimmers tested | tested,tested,1
trump administration,elect donald trump,9,9,administration | trump | trump administration,donald | donald trump | elect | elect donald | trump,trump,1
turning points,called turning,9,9,points | turning | turning points,called | called turning | turning,turning,1
turning points,points series,9,9,points | turning | turning points,points | points series | series,points,1
turning points,points series page,9,9,points | turning | turning points,page | points | points series | series | series page,points,1
turning points,points writers,9,9,points | turning | turning points,points | points writers | writers,points,1
turning points,points writers explore,9,9,points | turning | turning points,explore | points | points writers | writers | writers explore,points,1
turning points,read visiting turning,9,9,points | turning | turning points,read | read visiting | turning | visiting | visiting turning,turning,1
turning points,series called turning,9,9,points | turning | turning points,called | called turning | series | series called | turning,turning,1
turning points,visiting turning,9,9,points | turning | turning points,turning | visiting | visiting turning,turning,1
turning points series,part series called,9,9,points | points series | series | turning | turning points,called | part | part series | series | series called,series,1
turning points series,visiting turning,9,9,points | points series | series | turning | turning points,turning | visiting | visiting turning,turning,1
turning points writers,called turning,9,9,points | points writers | turning | turning points | writers,called | called turning | turning,turning,1
turning points writers,points series,9,9,points | points writers | turning | turning points | writers,points | points series | series,points,1
turning points writers,points series page,9,9,points | points writers | turning | turning points | writers,page | points | points series | series | series page,points,1
turning points writers,read visiting turning,9,9,points | points writers | turning | turning points | writers,read | read visiting | turning | visiting | visiting turning,turning,1
turning points writers,visiting turning,9,9,points | points writers | turning | turning points | writers,turning | visiting | visiting turning,turning,1
turning points writers,writers explore,9,9,points | points writers | turning | turning points | writers,explore | writers | writers explore,writers,1
turning points writers,writers explore critical,9,9,points | points writers | turning | turning points | writers,critical | explore | explore critical | writers | writers explore,writers,1
ukraine war,war russia,9,9,ukraine | ukraine war | war,russia | war | war russia,war,1
united nations,nations climate,9,9,nations | united | united nations,climate | nations | nations climate,nations,1
writers explore critical,critical moments year,9,9,critical | explore | explore critical | writers | writers explore,critical | critical moments | moments | moments year | year,critical,1
year ahead,critical moments year,9,9,ahead | year | year ahead,critical | critical moments | moments | moments year | year,year,1
year ahead,moments year,9,9,ahead | year | year ahead,moments | moments year | year,year,1
year ahead,moments year might,9,9,ahead | year | year ahead,might | moments | moments year | year | year might,year,1
year ahead read,critical moments year,9,9,ahead | ahead read | read | year | year ahead,critical | critical moments | moments | moments year | year,year,1
year ahead read,mean year,9,9,ahead | ahead read | read | year | year ahead,mean | mean year | year,year,1
year ahead read,moments year,9,9,ahead | ahead read | read | year | year ahead,moments | moments year | year,year,1
year ahead read,moments year might,9,9,ahead | ahead read | read | year | year ahead,might | moments | moments year | year | year might,year,1
year ahead read,read visiting,9,9,ahead | ahead read | read | year | year ahead,read | read visiting | visiting,read,1
year ahead read,year might,9,9,ahead | ahead read | read | year | year ahead,might | year | year might,year,1
year might,critical moments year,9,9,might | year | year might,critical | critical moments | moments | moments year | year,year,1
year might,mean year,9,9,might | year | year might,mean | mean year | year,year,1
year might,mean year ahead,9,9,might | year | year might,ahead | mean | mean year | year | year ahead,year,1
year might,might mean,9,9,might | year | year might,mean | might | might mean,might,1
year might,moments year,9,9,might | year | year might,moments | moments year | year,year,1
year might,year ahead,9,9,might | year | year might,ahead | year | year ahead,year,1
year might mean,critical moments year,9,9,mean | might | might mean | year | year might,critical | critical moments | moments | moments year | year,year,1
year might mean,moments year,9,9,mean | might | might mean | year | year might,moments | moments year | year,year,1
year might mean,year ahead,9,9,mean | might | might mean | year | year might,ahead | year | year ahead,year,1
year might mean,year ahead read,9,9,mean | might | might mean | year | year might,ahead | ahead read | read | year | year ahead,year,1
abortion rights,anti abortion,8,8,abortion | abortion rights | rights,abortion | anti | anti abortion,abortion,1
african country,west african,8,8,african | african country | country,african | west | west african,african,1
burning planet,eat burning,8,8,burning | burning planet | planet,burning | eat | eat burning,burning,1
civil rights,rights movement,8,8,civil | civil rights | rights,movement | rights | rights movement,rights,1
donald trump said,elect donald,8,8,donald | donald trump | trump,donald | elect | elect donald,donald,1
donald trump said,president elect donald,8,8,donald | donald trump | trump,donald | elect | elect donald | president | president elect,donald,1
electric cars,electric vehicles,8,8,cars | electric | electric cars,electric | electric vehicles | vehicles,electric,1
electric vehicle,electric vehicles,8,8,electric | electric vehicle | vehicle,electric | electric vehicles | vehicles,electric,1
environmental protection,protection agency,8,8,environmental | environmental protection | protection,agency | protection | protection agency,protection,1
fed chair,chair federal,8,8,chair | fed | fed chair,chair | chair federal | federal,chair,1
fed chair,chair federal reserve,8,8,chair | fed | fed chair,chair | chair federal | federal | federal reserve | reserve,chair,1
fed chair,jerome powell chair,8,8,chair | fed | fed chair,chair | jerome | jerome powell | powell | powell chair,chair,1
fed chair,powell chair,8,8,chair | fed | fed chair,chair | powell | powell chair,chair,1
fed chair,powell chair federal,8,8,chair | fed | fed chair,chair | chair federal | federal | powell | powell chair,chair,1
gas emissions,greenhouse gas,8,8,emissions | gas | gas emissions,gas | greenhouse | greenhouse gas,gas,1
interest rates,rates steady,8,8,interest | interest rates | rates,rates | rates steady | steady,rates,1
interest rates,rates unchanged,8,8,interest | interest rates | rates,rates | rates unchanged | unchanged,rates,1
israeli soccer,soccer fans,8,8,israeli | israeli soccer | soccer,fans | soccer | soccer fans,soccer,1
national association,association realtors,8,8,association | national | national association,association | association realtors | realtors,association,1
new paperbacks,paperbacks read,8,8,new | new paperbacks | paperbacks,paperbacks | paperbacks read | read,paperbacks,1
new paperbacks,paperbacks read week,8,8,new | new paperbacks | paperbacks,paperbacks | paperbacks read | read | read week | week,paperbacks,1
new york,york city,8,8,new | new york | york,city | york | york city,york,1
rates thursday,interest rates,8,8,rates | rates thursday | thursday,interest | interest rates | rates,rates,1
read week,new paperbacks read,8,8,read | read week | week,new | new paperbacks | paperbacks | paperbacks read | read,read,1
right national,far right,8,8,national | right | right national,far | far right | right,right,1
right party,far right,8,8,party | right | right party,far | far right | right,right,1
tested positive banned,chinese swimmers tested,8,8,banned | positive | positive banned | tested | tested positive,chinese | chinese swimmers | swimmers | swimmers tested | tested,tested,1
trump said,elect donald trump,8,8,trump,donald | donald trump | elect | elect donald | trump,trump,1
war ii,world war,8,8,ii | war | war ii,war | world | world war,war,1
11 2001,sept 11,7,7,11 | 11 2001 | 2001,11 | sept | sept 11,11,1
album cowboy,cowboy carter,7,7,album | album cowboy | cowboy,carter | cowboy | cowboy carter,cowboy,1
asylum seekers,seekers rwanda,7,7,asylum | asylum seekers | seekers,rwanda | seekers | seekers rwanda,seekers,1
barclay opinion,eliza barclay,7,7,barclay | barclay opinion | opinion,barclay | eliza | eliza barclay,barclay,1
barclay opinion,opinion climate,7,7,barclay | barclay opinion | opinion,climate | opinion | opinion climate,opinion,1
bold ideas,exploring bold,7,7,bold | bold ideas | ideas,bold | exploring | exploring bold,bold,1
bold ideas,ideas secure,7,7,bold | bold ideas | ideas,ideas | ideas secure | secure,ideas,1
bold ideas,ideas secure food,7,7,bold | bold ideas | ideas,food | ideas | ideas secure | secure | secure food,ideas,1
bold ideas,series exploring bold,7,7,bold | bold ideas | ideas,bold | exploring | exploring bold | series | series exploring,bold,1
bold ideas secure,exploring bold,7,7,bold | bold ideas | ideas | ideas secure | secure,bold | exploring | exploring bold,bold,1
bold ideas secure,secure food,7,7,bold | bold ideas | ideas | ideas secure | secure,food | secure | secure food,secure,1
bold ideas secure,series exploring bold,7,7,bold | bold ideas | ideas | ideas secure | secure,bold | exploring | exploring bold | series | series exploring,bold,1
burning planet,planet series exploring,7,7,burning | burning planet | planet,exploring | planet | planet series | series | series exploring,planet,1
burning planet series,eat burning,7,7,burning | burning planet | planet | planet series | series,burning | eat | eat burning,burning,1
burning planet series,series exploring,7,7,burning | burning planet | planet | planet series | series,exploring | series | series exploring,series,1
burning planet series,series exploring bold,7,7,burning | burning planet | planet | planet series | series,bold | exploring | exploring bold | series | series exploring,series,1
climate change,combat climate,7,7,change | climate | climate change,climate | combat | combat climate,climate,1
climate change,global climate,7,7,change | climate | climate change,climate | global | global climate,climate,1
climate editor,barclay opinion climate,7,7,climate | climate editor | editor,barclay | barclay opinion | climate | opinion | opinion climate,climate,1
climate editor,opinion climate,7,7,climate | climate editor | editor,climate | opinion | opinion climate,climate,1
cut interest,rate cut,7,7,cut | cut interest | interest,cut | rate | rate cut,cut,1
cut interest rates,rate cut,7,7,cut | cut interest | interest | interest rates | rates,cut | rate | rate cut,cut,1
electric vehicles,chinese electric,7,7,electric | electric vehicles | vehicles,chinese | chinese electric | electric,electric,1
electric vehicles,tariffs electric,7,7,electric | electric vehicles | vehicles,electric | tariffs | tariffs electric,electric,1
eliza barclay,barclay opinion climate,7,7,barclay | eliza | eliza barclay,barclay | barclay opinion | climate | opinion | opinion climate,barclay,1
eliza barclay,project note eliza,7,7,barclay | eliza | eliza barclay,eliza | note | note eliza | project | project note,eliza,1
eliza barclay opinion,note eliza,7,7,barclay | barclay opinion | eliza | eliza barclay | opinion,eliza | note | note eliza,eliza,1
eliza barclay opinion,opinion climate,7,7,barclay | barclay opinion | eliza | eliza barclay | opinion,climate | opinion | opinion climate,opinion,1
eliza barclay opinion,project note eliza,7,7,barclay | barclay opinion | eliza | eliza barclay | opinion,eliza | note | note eliza | project | project note,eliza,1
exploring bold,series exploring,7,7,bold | exploring | exploring bold,exploring | series | series exploring,exploring,1
exploring bold ideas,ideas secure,7,7,bold | bold ideas | exploring | exploring bold | ideas,ideas | ideas secure | secure,ideas,1
exploring bold ideas,ideas secure food,7,7,bold | bold ideas | exploring | exploring bold | ideas,food | ideas | ideas secure | secure | secure food,ideas,1
exploring bold ideas,series exploring,7,7,bold | bold ideas | exploring | exploring bold | ideas,exploring | series | series exploring,exploring,1
far right,right national rally,7,7,far | far right | right,national | national rally | rally | right | right national,right,1
far right national,national rally,7,7,far | far right | national | right | right national,national | national rally | rally,national,1
food supply,supply read,7,7,food | food supply | supply,read | supply | supply read,supply,1
food supply,supply read project,7,7,food | food supply | supply,project | read | read project | supply | supply read,supply,1
food supply read,ideas secure food,7,7,food | food supply | read | supply | supply read,food | ideas | ideas secure | secure | secure food,food,1
food supply read,read project note,7,7,food | food supply | read | supply | supply read,note | project | project note | read | read project,read,1
food supply read,secure food,7,7,food | food supply | read | supply | supply read,food | secure | secure food,food,1
gaza city,northern gaza,7,7,city | gaza | gaza city,gaza | northern | northern gaza,gaza,1
ideas secure food,food supply,7,7,food | ideas | ideas secure | secure | secure food,food | food supply | supply,food,1
interest rate,rate cut,7,7,interest | interest rate | rate,cut | rate | rate cut,rate,1
israel military,israeli military said,7,7,israel | israel military | military,israeli | israeli military | military,military,1
israeli forces,killed israeli,7,7,forces | israeli | israeli forces,israeli | killed | killed israeli,israeli,1
israeli military,israeli airstrike,7,7,israeli | israeli military | military,airstrike | israeli | israeli airstrike,israeli,1
israeli strike,killed israeli,7,7,israeli | israeli strike | strike,israeli | killed | killed israeli,israeli,1
japan nippon,nippon steel,7,7,japan | japan nippon | nippon,nippon | nippon steel | steel,nippon,1
killed israeli,israeli airstrikes,7,7,israeli | killed | killed israeli,airstrikes | israeli | israeli airstrikes,israeli,1
live updates,follow live,7,7,live | live updates | updates,follow | follow live | live,live,1
narendra modi,modi india,7,7,modi | narendra | narendra modi,india | modi | modi india,modi,1
note eliza,eliza barclay,7,7,eliza | note | note eliza,barclay | eliza | eliza barclay,eliza,1
note eliza,read project note,7,7,eliza | note | note eliza,note | project | project note | read | read project,note,1
note eliza barclay,barclay opinion,7,7,barclay | eliza | eliza barclay | note | note eliza,barclay | barclay opinion | opinion,barclay,1
note eliza barclay,barclay opinion climate,7,7,barclay | eliza | eliza barclay | note | note eliza,barclay | barclay opinion | climate | opinion | opinion climate,barclay,1
note eliza barclay,project note,7,7,barclay | eliza | eliza barclay | note | note eliza,note | project | project note,note,1
note eliza barclay,read project note,7,7,barclay | eliza | eliza barclay | note | note eliza,note | project | project note | read | read project,note,1
officials said,officials say,7,7,officials,officials,officials,1
opinion climate editor,barclay opinion,7,7,climate | climate editor | editor | opinion | opinion climate,barclay | barclay opinion | opinion,opinion,1
opinion climate editor,eliza barclay opinion,7,7,climate | climate editor | editor | opinion | opinion climate,barclay | barclay opinion | eliza | eliza barclay | opinion,opinion,1
planet series,burning planet,7,7,planet | planet series | series,burning | burning planet | planet,planet,1
planet series,eat burning planet,7,7,planet | planet series | series,burning | burning planet | eat | eat burning | planet,planet,1
planet series,series exploring,7,7,planet | planet series | series,exploring | series | series exploring,series,1
planet series,series exploring bold,7,7,planet | planet series | series,bold | exploring | exploring bold | series | series exploring,series,1
planet series exploring,eat burning planet,7,7,exploring | planet | planet series | series | series exploring,burning | burning planet | eat | eat burning | planet,planet,1
planet series exploring,exploring bold,7,7,exploring | planet | planet series | series | series exploring,bold | exploring | exploring bold,exploring,1
planet series exploring,exploring bold ideas,7,7,exploring | planet | planet series | series | series exploring,bold | bold ideas | exploring | exploring bold | ideas,exploring,1
project note,note eliza,7,7,note | project | project note,eliza | note | note eliza,note,1
project note,supply read project,7,7,note | project | project note,project | read | read project | supply | supply read,project,1
project note eliza,supply read project,7,7,eliza | note | note eliza | project | project note,project | read | read project | supply | supply read,project,1
read project,food supply read,7,7,project | read | read project,food | food supply | read | supply | supply read,read,1
read project,project note,7,7,project | read | read project,note | project | project note,project,1
read project,project note eliza,7,7,project | read | read project,eliza | note | note eliza | project | project note,project,1
read project,supply read,7,7,project | read | read project,read | supply | supply read,read,1
read project note,supply read,7,7,note | project | project note | read | read project,read | supply | supply read,read,1
reflection part,part series,7,7,part | reflection | reflection part,part | part series | series,part,1
reflection part,part series called,7,7,part | reflection | reflection part,called | part | part series | series | series called,part,1
reflection part,personal reflection,7,7,part | reflection | reflection part,personal | personal reflection | reflection,reflection,1
right national,national rally,7,7,national | right | right national,national | national rally | rally,national,1
secure food,food supply,7,7,food | secure | secure food,food | food supply | supply,food,1
secure food,ideas secure,7,7,food | secure | secure food,ideas | ideas secure | secure,secure,1
secure food supply,bold ideas secure,7,7,food | food supply | secure | secure food | supply,bold | bold ideas | ideas | ideas secure | secure,secure,1
secure food supply,ideas secure,7,7,food | food supply | secure | secure food | supply,ideas | ideas secure | secure,secure,1
secure food supply,supply read,7,7,food | food supply | secure | secure food | supply,read | supply | supply read,supply,1
secure food supply,supply read project,7,7,food | food supply | secure | secure food | supply,project | read | read project | supply | supply read,supply,1
sept 11,11 case,7,7,11 | sept | sept 11,11 | 11 case | case,11,1
ukraine war,russia ukraine,7,7,ukraine | ukraine war | war,russia | russia ukraine | ukraine,ukraine,1
ukrainian officials,officials say,7,7,officials | ukrainian | ukrainian officials,officials,officials,1
war gaza,gaza cease,7,7,gaza | war | war gaza,cease | gaza | gaza cease,gaza,1
war gaza,gaza cease fire,7,7,gaza | war | war gaza,cease | cease fire | fire | gaza | gaza cease,gaza,1
years ago,four years,7,7,ago | years | years ago,four | four years | years,years,1
23 elite,elite chinese,6,6,23 | 23 elite | elite,chinese | elite | elite chinese,elite,1
23 elite,elite chinese swimmers,6,6,23 | 23 elite | elite,chinese | chinese swimmers | elite | elite chinese | swimmers,elite,1
23 elite chinese,chinese swimmers,6,6,23 | 23 elite | chinese | elite | elite chinese,chinese | chinese swimmers | swimmers,chinese,1
abortion bans,right abortion,6,6,abortion | abortion bans | bans,abortion | right | right abortion,abortion,1
abortion pills,abortion pill,6,6,abortion | abortion pills | pills,abortion | abortion pill | pill,abortion,1
alternative germany,germany party,6,6,alternative | alternative germany | germany,germany | germany party | party,germany,1
alternative germany,right alternative,6,6,alternative | alternative germany | germany,alternative | right | right alternative,alternative,1
anti abortion,abortion ban,6,6,abortion | anti | anti abortion,abortion | abortion ban | ban,abortion,1
automobile workers,workers union,6,6,automobile | automobile workers | workers,union | workers | workers union,workers,1
biden administration,president biden,6,6,administration | biden | biden administration,biden | president | president biden,biden,1
burning planet,part eat burning,6,6,burning | burning planet | planet,burning | eat | eat burning | part | part eat,burning,1
burning planet series,part eat burning,6,6,burning | burning planet | planet | planet series | series,burning | eat | eat burning | part | part eat,burning,1
central bank,bank england,6,6,bank | central | central bank,bank | bank england | england,bank,1
climate change,climate activists,6,6,change | climate | climate change,activists | climate | climate activists,climate,1
consumer financial protection,protection bureau,6,6,consumer | consumer financial | financial | financial protection | protection,bureau | protection | protection bureau,protection,1
doping case,chinese doping,6,6,case | doping | doping case,chinese | chinese doping | doping,doping,1
eat burning,part eat,6,6,burning | eat | eat burning,eat | part | part eat,eat,1
eat burning planet,part eat,6,6,burning | burning planet | eat | eat burning | planet,eat | part | part eat,eat,1
elite chinese,chinese swimmers tested,6,6,chinese | elite | elite chinese,chinese | chinese swimmers | swimmers | swimmers tested | tested,chinese,1
elite chinese swimmers,swimmers tested,6,6,chinese | chinese swimmers | elite | elite chinese | swimmers,swimmers | swimmers tested | tested,swimmers,1
elite chinese swimmers,swimmers tested positive,6,6,chinese | chinese swimmers | elite | elite chinese | swimmers,positive | swimmers | swimmers tested | tested | tested positive,swimmers,1
financial protection,consumer financial,6,6,financial | financial protection | protection,consumer | consumer financial | financial,financial,1
financial protection bureau,consumer financial,6,6,bureau | financial | financial protection | protection | protection bureau,consumer | consumer financial | financial,financial,1
hamas led,israel hamas,6,6,hamas | hamas led | led,hamas | israel | israel hamas,hamas,1
including titles,book review including,6,6,including | including titles | titles,book | book review | including | review | review including,including,1
including titles,review including,6,6,including | including titles | titles,including | review | review including,including,1
israel hamas,attack israel,6,6,hamas | israel | israel hamas,attack | attack israel | israel,israel,1
israel military,gaza israel,6,6,israel | israel military | military,gaza | gaza israel | israel,israel,1
israel said,gaza israel,6,6,israel,gaza | gaza israel | israel,israel,1
israeli airstrike,killed israeli,6,6,airstrike | israeli | israeli airstrike,israeli | killed | killed israeli,israeli,1
israeli military,israeli airstrikes,6,6,israeli | israeli military | military,airstrikes | israeli | israeli airstrikes,israeli,1
minister narendra modi,modi india,6,6,minister | minister narendra | modi | narendra | narendra modi,india | modi | modi india,modi,1
positive tests,tested positive,6,6,positive | positive tests | tests,positive | tested | tested positive,positive,1
president biden,biden administration,6,6,biden | president | president biden,administration | biden | biden administration,biden,1
pricing plan,congestion pricing,6,6,plan | pricing | pricing plan,congestion | congestion pricing | pricing,pricing,1
protection bureau,financial protection,6,6,bureau | protection | protection bureau,financial | financial protection | protection,protection,1
rate cuts,rate cut,6,6,cuts | rate | rate cuts,cut | rate | rate cut,rate,1
review including,book review,6,6,including | review | review including,book | book review | review,review,1
review including titles,book review,6,6,including | including titles | review | review including | titles,book | book review | review,review,1
seekers rwanda,send asylum seekers,6,6,rwanda | seekers | seekers rwanda,asylum | asylum seekers | seekers | send | send asylum,seekers,1
shaikh mohammed,khalid shaikh,6,6,mohammed | shaikh | shaikh mohammed,khalid | khalid shaikh | shaikh,shaikh,1
tariffs chinese,chinese electric,6,6,chinese | tariffs | tariffs chinese,chinese | chinese electric | electric,chinese,1
three years,years ago,6,6,three | three years | years,ago | years | years ago,years,1
trump administration,biden administration,6,6,administration | trump | trump administration,administration | biden | biden administration,administration,1
trump said,donald trump trump,6,6,trump,donald | donald trump | trump | trump trump,trump,1
trump said,trump trump,6,6,trump,trump | trump trump,trump,1
ukraine war,volodymyr zelensky ukraine,6,6,ukraine | ukraine war | war,ukraine | volodymyr | volodymyr zelensky | zelensky | zelensky ukraine,ukraine,1
ukraine war,zelensky ukraine,6,6,ukraine | ukraine war | war,ukraine | zelensky | zelensky ukraine,ukraine,1
united automobile,automobile workers union,6,6,automobile | united | united automobile,automobile | automobile workers | union | workers | workers union,automobile,1
united automobile workers,workers union,6,6,automobile | automobile workers | united | united automobile | workers,union | workers | workers union,workers,1
war china,trade war,6,6,china | war | war china,trade | trade war | war,war,1
war gaza,war israel,6,6,gaza | war | war gaza,israel | war | war israel,war,1
