source,target,value,shared_articles_count,source_tokens,target_tokens,overlap_tokens,overlap_count
chinese swimmers,swimmers tested,11,0,chinese | chinese swimmers | swimmers,swimmers | swimmers tested | tested,swimmers,1
cutting interest,interest rates,11,0,cutting | cutting interest | interest,interest | interest rates | rates,interest,1
east gulf,gulf coasts,11,0,east | east gulf | gulf,coasts | gulf | gulf coasts,gulf,1
jerome powell,powell chair,11,0,jerome | jerome powell | powell,chair | powell | powell chair,powell,1
justin trudeau,prime justin,11,0,justin | justin trudeau | trudeau,justin | prime | prime justin,justin,1
justin trudeau,trudeau trudeau,11,0,justin | justin trudeau | trudeau,trudeau | trudeau trudeau,trudeau,1
justin trudeau trudeau,prime justin,11,0,justin | justin trudeau | trudeau | trudeau trudeau,justin | prime | prime justin,justin,1
positive tests,swimmers tested positive,11,0,positive | positive tests | tests,positive | swimmers | swimmers tested | tested | tested positive,positive,1
prime justin trudeau,trudeau trudeau,11,0,justin | justin trudeau | prime | prime justin | trudeau,trudeau | trudeau trudeau,trudeau,1
anti doping,doping agency,10,0,anti | anti doping | doping,agency | doping | doping agency,doping,1
anti doping,world anti,10,0,anti | anti doping | doping,anti | world | world anti,anti,1
anti doping agency,world anti,10,0,agency | anti | anti doping | doping | doping agency,anti | world | world anti,anti,1
chancellor olaf,olaf scholz,10,0,chancellor | chancellor olaf | olaf,olaf | olaf scholz | scholz,olaf,1
consumer price,price index,10,0,consumer | consumer price | price,index | price | price index,price,1
cut interest rates,rates thursday,10,0,cut | cut interest | interest | interest rates | rates,rates | rates thursday | thursday,rates,1
doping agency,world anti doping,10,0,agency | doping | doping agency,anti | anti doping | doping | world | world anti,doping,1
federal reserve,powell chair federal,10,0,federal | federal reserve | reserve,chair | chair federal | federal | powell | powell chair,federal,1
giorgia meloni,minister giorgia,10,0,giorgia | giorgia meloni | meloni,giorgia | minister | minister giorgia,giorgia,1
giorgia meloni,prime minister giorgia,10,0,giorgia | giorgia meloni | meloni,giorgia | minister | minister giorgia | prime | prime minister,giorgia,1
high interest,interest rates,10,0,high | high interest | interest,interest | interest rates | rates,interest,1
interest rates,lower interest,10,0,interest | interest rates | rates,interest | lower | lower interest,interest,1
israel hezbollah,war israel,10,0,hezbollah | israel | israel hezbollah,israel | war | war israel,israel,1
israeli forces,israeli military said,10,0,forces | israeli | israeli forces,israeli | israeli military | military,israeli,1
israeli military said,israeli strike,10,0,israeli | israeli military | military,israeli | israeli strike | strike,israeli,1
jerome powell,powell chair federal,10,0,jerome | jerome powell | powell,chair | chair federal | federal | powell | powell chair,powell,1
keir starmer,minister keir,10,0,keir | keir starmer | starmer,keir | minister | minister keir,keir,1
keir starmer,prime minister keir,10,0,keir | keir starmer | starmer,keir | minister | minister keir | prime | prime minister,keir,1
minister giorgia,prime minister,10,0,giorgia | minister | minister giorgia,minister | prime | prime minister,minister,1
minister giorgia meloni,prime minister,10,0,giorgia | giorgia meloni | meloni | minister | minister giorgia,minister | prime | prime minister,minister,1
minister keir,prime minister,10,0,keir | minister | minister keir,minister | prime | prime minister,minister,1
minister keir starmer,prime minister,10,0,keir | keir starmer | minister | minister keir | starmer,minister | prime | prime minister,minister,1
new books,new york times,10,0,books | new | new books,new | new york | times | york | york times,new,1
abortion ban,abortion rights,9,0,abortion | abortion ban | ban,abortion | abortion rights | rights,abortion,1
ahead read,mean year ahead,9,0,ahead | ahead read | read,ahead | mean | mean year | year | year ahead,ahead,1
ahead read,read visiting,9,0,ahead | ahead read | read,read | read visiting | visiting,read,1
ahead read,read visiting turning,9,0,ahead | ahead read | read,read | read visiting | turning | visiting | visiting turning,read,1
ahead read,year ahead,9,0,ahead | ahead read | read,ahead | year | year ahead,ahead,1
ahead read visiting,mean year ahead,9,0,ahead | ahead read | read | read visiting | visiting,ahead | mean | mean year | year | year ahead,ahead,1
ahead read visiting,visiting turning,9,0,ahead | ahead read | read | read visiting | visiting,turning | visiting | visiting turning,visiting,1
ahead read visiting,visiting turning points,9,0,ahead | ahead read | read | read visiting | visiting,points | turning | turning points | visiting | visiting turning,visiting,1
ahead read visiting,year ahead,9,0,ahead | ahead read | read | read visiting | visiting,ahead | year | year ahead,ahead,1
banned drug,positive banned,9,0,banned | banned drug | drug,banned | positive | positive banned,banned,1
banned drug,tested positive banned,9,0,banned | banned drug | drug,banned | positive | positive banned | tested | tested positive,banned,1
called turning,part series called,9,0,called | called turning | turning,called | part | part series | series | series called,called,1
called turning,read visiting turning,9,0,called | called turning | turning,read | read visiting | turning | visiting | visiting turning,turning,1
called turning,series called,9,0,called | called turning | turning,called | series | series called,called,1
called turning,turning points,9,0,called | called turning | turning,points | turning | turning points,turning,1
called turning,turning points series,9,0,called | called turning | turning,points | points series | series | turning | turning points,turning,1
called turning,turning points writers,9,0,called | called turning | turning,points | points writers | turning | turning points | writers,turning,1
called turning,visiting turning,9,0,called | called turning | turning,turning | visiting | visiting turning,turning,1
called turning,visiting turning points,9,0,called | called turning | turning,points | turning | turning points | visiting | visiting turning,turning,1
called turning points,part series called,9,0,called | called turning | points | turning | turning points,called | part | part series | series | series called,called,1
called turning points,points series,9,0,called | called turning | points | turning | turning points,points | points series | series,points,1
called turning points,points series page,9,0,called | called turning | points | turning | turning points,page | points | points series | series | series page,points,1
called turning points,points writers,9,0,called | called turning | points | turning | turning points,points | points writers | writers,points,1
called turning points,points writers explore,9,0,called | called turning | points | turning | turning points,explore | points | points writers | writers | writers explore,points,1
called turning points,read visiting turning,9,0,called | called turning | points | turning | turning points,read | read visiting | turning | visiting | visiting turning,turning,1
called turning points,series called,9,0,called | called turning | points | turning | turning points,called | series | series called,called,1
called turning points,visiting turning,9,0,called | called turning | points | turning | turning points,turning | visiting | visiting turning,turning,1
critical moments,explore critical,9,0,critical | critical moments | moments,critical | explore | explore critical,critical,1
critical moments,moments year,9,0,critical | critical moments | moments,moments | moments year | year,moments,1
critical moments,moments year might,9,0,critical | critical moments | moments,might | moments | moments year | year | year might,moments,1
critical moments,writers explore critical,9,0,critical | critical moments | moments,critical | explore | explore critical | writers | writers explore,critical,1
critical moments year,explore critical,9,0,critical | critical moments | moments | moments year | year,critical | explore | explore critical,critical,1
critical moments year,mean year,9,0,critical | critical moments | moments | moments year | year,mean | mean year | year,year,1
critical moments year,mean year ahead,9,0,critical | critical moments | moments | moments year | year,ahead | mean | mean year | year | year ahead,year,1
critical moments year,might mean year,9,0,critical | critical moments | moments | moments year | year,mean | mean year | might | might mean | year,year,1
critical moments year,writers explore critical,9,0,critical | critical moments | moments | moments year | year,critical | explore | explore critical | writers | writers explore,critical,1
critical moments year,year ahead,9,0,critical | critical moments | moments | moments year | year,ahead | year | year ahead,year,1
critical moments year,year ahead read,9,0,critical | critical moments | moments | moments year | year,ahead | ahead read | read | year | year ahead,year,1
critical moments year,year might,9,0,critical | critical moments | moments | moments year | year,might | year | year might,year,1
critical moments year,year might mean,9,0,critical | critical moments | moments | moments year | year,mean | might | might mean | year | year might,year,1
defense minister,prime minister,9,0,defense | defense minister | minister,minister | prime | prime minister,minister,1
democratic republic,republic congo,9,0,democratic | democratic republic | republic,congo | republic | republic congo,republic,1
explore critical,points writers explore,9,0,critical | explore | explore critical,explore | points | points writers | writers | writers explore,explore,1
explore critical,writers explore,9,0,critical | explore | explore critical,explore | writers | writers explore,explore,1
explore critical moments,moments year,9,0,critical | critical moments | explore | explore critical | moments,moments | moments year | year,moments,1
explore critical moments,moments year might,9,0,critical | critical moments | explore | explore critical | moments,might | moments | moments year | year | year might,moments,1
explore critical moments,points writers explore,9,0,critical | critical moments | explore | explore critical | moments,explore | points | points writers | writers | writers explore,explore,1
explore critical moments,writers explore,9,0,critical | critical moments | explore | explore critical | moments,explore | writers | writers explore,explore,1
gaza strip,southern gaza,9,0,gaza | gaza strip | strip,gaza | southern | southern gaza,gaza,1
interest rate,interest rates,9,0,interest | interest rate | rate,interest | interest rates | rates,interest,1
israeli airstrike,israeli strike,9,0,airstrike | israeli | israeli airstrike,israeli | israeli strike | strike,israeli,1
israeli military,israeli officials,9,0,israeli | israeli military | military,israeli | israeli officials | officials,israeli,1
mean year,might mean,9,0,mean | mean year | year,mean | might | might mean,mean,1
mean year,moments year,9,0,mean | mean year | year,moments | moments year | year,year,1
mean year,moments year might,9,0,mean | mean year | year,might | moments | moments year | year | year might,year,1
mean year,year ahead,9,0,mean | mean year | year,ahead | year | year ahead,year,1
mean year,year ahead read,9,0,mean | mean year | year,ahead | ahead read | read | year | year ahead,year,1
mean year,year might,9,0,mean | mean year | year,might | year | year might,year,1
mean year ahead,might mean,9,0,ahead | mean | mean year | year | year ahead,mean | might | might mean,mean,1
mean year ahead,moments year,9,0,ahead | mean | mean year | year | year ahead,moments | moments year | year,year,1
mean year ahead,moments year might,9,0,ahead | mean | mean year | year | year ahead,might | moments | moments year | year | year might,year,1
mean year ahead,year might,9,0,ahead | mean | mean year | year | year ahead,might | year | year might,year,1
might mean,moments year might,9,0,mean | might | might mean,might | moments | moments year | year | year might,might,1
might mean,year might,9,0,mean | might | might mean,might | year | year might,might,1
might mean year,moments year,9,0,mean | mean year | might | might mean | year,moments | moments year | year,year,1
might mean year,year ahead,9,0,mean | mean year | might | might mean | year,ahead | year | year ahead,year,1
might mean year,year ahead read,9,0,mean | mean year | might | might mean | year,ahead | ahead read | read | year | year ahead,year,1
moments year,year ahead,9,0,moments | moments year | year,ahead | year | year ahead,year,1
moments year,year ahead read,9,0,moments | moments year | year,ahead | ahead read | read | year | year ahead,year,1
moments year,year might,9,0,moments | moments year | year,might | year | year might,year,1
moments year,year might mean,9,0,moments | moments year | year,mean | might | might mean | year | year might,year,1
moments year might,year ahead,9,0,might | moments | moments year | year | year might,ahead | year | year ahead,year,1
moments year might,year ahead read,9,0,might | moments | moments year | year | year might,ahead | ahead read | read | year | year ahead,year,1
nations climate,united nations,9,0,climate | nations | nations climate,nations | united | united nations,nations,1
part series,points series,9,0,part | part series | series,points | points series | series,series,1
part series,points series page,9,0,part | part series | series,page | points | points series | series | series page,series,1
part series,series called,9,0,part | part series | series,called | series | series called,series,1
part series,series called turning,9,0,part | part series | series,called | called turning | series | series called | turning,series,1
part series,series page,9,0,part | part series | series,page | series | series page,series,1
part series,turning points series,9,0,part | part series | series,points | points series | series | turning | turning points,series,1
part series called,points series,9,0,called | part | part series | series | series called,points | points series | series,series,1
part series called,points series page,9,0,called | part | part series | series | series called,page | points | points series | series | series page,series,1
part series called,series page,9,0,called | part | part series | series | series called,page | series | series page,series,1
part series called,turning points series,9,0,called | part | part series | series | series called,points | points series | series | turning | turning points,series,1
points series,points writers,9,0,points | points series | series,points | points writers | writers,points,1
points series,points writers explore,9,0,points | points series | series,explore | points | points writers | writers | writers explore,points,1
points series,series called,9,0,points | points series | series,called | series | series called,series,1
points series,series called turning,9,0,points | points series | series,called | called turning | series | series called | turning,series,1
points series,series page,9,0,points | points series | series,page | series | series page,series,1
points series,turning points,9,0,points | points series | series,points | turning | turning points,points,1
points series,turning points writers,9,0,points | points series | series,points | points writers | turning | turning points | writers,points,1
points series,visiting turning points,9,0,points | points series | series,points | turning | turning points | visiting | visiting turning,points,1
points series page,points writers,9,0,page | points | points series | series | series page,points | points writers | writers,points,1
points series page,points writers explore,9,0,page | points | points series | series | series page,explore | points | points writers | writers | writers explore,points,1
points series page,series called,9,0,page | points | points series | series | series page,called | series | series called,series,1
points series page,series called turning,9,0,page | points | points series | series | series page,called | called turning | series | series called | turning,series,1
points series page,turning points,9,0,page | points | points series | series | series page,points | turning | turning points,points,1
points series page,turning points writers,9,0,page | points | points series | series | series page,points | points writers | turning | turning points | writers,points,1
points series page,visiting turning points,9,0,page | points | points series | series | series page,points | turning | turning points | visiting | visiting turning,points,1
points writers,turning points,9,0,points | points writers | writers,points | turning | turning points,points,1
points writers,turning points series,9,0,points | points writers | writers,points | points series | series | turning | turning points,points,1
points writers,visiting turning points,9,0,points | points writers | writers,points | turning | turning points | visiting | visiting turning,points,1
points writers,writers explore,9,0,points | points writers | writers,explore | writers | writers explore,writers,1
points writers,writers explore critical,9,0,points | points writers | writers,critical | explore | explore critical | writers | writers explore,writers,1
points writers explore,turning points,9,0,explore | points | points writers | writers | writers explore,points | turning | turning points,points,1
points writers explore,turning points series,9,0,explore | points | points writers | writers | writers explore,points | points series | series | turning | turning points,points,1
points writers explore,visiting turning points,9,0,explore | points | points writers | writers | writers explore,points | turning | turning points | visiting | visiting turning,points,1
read visiting,visiting turning,9,0,read | read visiting | visiting,turning | visiting | visiting turning,visiting,1
read visiting,visiting turning points,9,0,read | read visiting | visiting,points | turning | turning points | visiting | visiting turning,visiting,1
read visiting,year ahead read,9,0,read | read visiting | visiting,ahead | ahead read | read | year | year ahead,read,1
read visiting turning,series called turning,9,0,read | read visiting | turning | visiting | visiting turning,called | called turning | series | series called | turning,turning,1
read visiting turning,turning points,9,0,read | read visiting | turning | visiting | visiting turning,points | turning | turning points,turning,1
read visiting turning,turning points series,9,0,read | read visiting | turning | visiting | visiting turning,points | points series | series | turning | turning points,turning,1
read visiting turning,turning points writers,9,0,read | read visiting | turning | visiting | visiting turning,points | points writers | turning | turning points | writers,turning,1
read visiting turning,year ahead read,9,0,read | read visiting | turning | visiting | visiting turning,ahead | ahead read | read | year | year ahead,read,1
series called,series page,9,0,called | series | series called,page | series | series page,series,1
series called,turning points series,9,0,called | series | series called,points | points series | series | turning | turning points,series,1
series called turning,series page,9,0,called | called turning | series | series called | turning,page | series | series page,series,1
series called turning,turning points,9,0,called | called turning | series | series called | turning,points | turning | turning points,turning,1
series called turning,turning points writers,9,0,called | called turning | series | series called | turning,points | points writers | turning | turning points | writers,turning,1
series called turning,visiting turning,9,0,called | called turning | series | series called | turning,turning | visiting | visiting turning,turning,1
series called turning,visiting turning points,9,0,called | called turning | series | series called | turning,points | turning | turning points | visiting | visiting turning,turning,1
series page,turning points series,9,0,page | series | series page,points | points series | series | turning | turning points,series,1
swimmers tested,tested positive banned,9,0,swimmers | swimmers tested | tested,banned | positive | positive banned | tested | tested positive,tested,1
turning points,visiting turning,9,0,points | turning | turning points,turning | visiting | visiting turning,turning,1
turning points series,visiting turning,9,0,points | points series | series | turning | turning points,turning | visiting | visiting turning,turning,1
turning points writers,visiting turning,9,0,points | points writers | turning | turning points | writers,turning | visiting | visiting turning,turning,1
turning points writers,writers explore,9,0,points | points writers | turning | turning points | writers,explore | writers | writers explore,writers,1
turning points writers,writers explore critical,9,0,points | points writers | turning | turning points | writers,critical | explore | explore critical | writers | writers explore,writers,1
ukraine war,war russia,9,0,ukraine | ukraine war | war,russia | war | war russia,war,1
year ahead,year might,9,0,ahead | year | year ahead,might | year | year might,year,1
year ahead,year might mean,9,0,ahead | year | year ahead,mean | might | might mean | year | year might,year,1
year ahead read,year might,9,0,ahead | ahead read | read | year | year ahead,might | year | year might,year,1
year ahead read,year might mean,9,0,ahead | ahead read | read | year | year ahead,mean | might | might mean | year | year might,year,1
abortion rights,anti abortion,8,0,abortion | abortion rights | rights,abortion | anti | anti abortion,abortion,1
african country,west african,8,0,african | african country | country,african | west | west african,african,1
association realtors,national association,8,0,association | association realtors | realtors,association | national | national association,association,1
burning planet,eat burning,8,0,burning | burning planet | planet,burning | eat | eat burning,burning,1
chinese swimmers tested,tested positive banned,8,0,chinese | chinese swimmers | swimmers | swimmers tested | tested,banned | positive | positive banned | tested | tested positive,tested,1
civil rights,rights movement,8,0,civil | civil rights | rights,movement | rights | rights movement,rights,1
electric cars,electric vehicles,8,0,cars | electric | electric cars,electric | electric vehicles | vehicles,electric,1
electric vehicle,electric vehicles,8,0,electric | electric vehicle | vehicle,electric | electric vehicles | vehicles,electric,1
environmental protection,protection agency,8,0,environmental | environmental protection | protection,agency | protection | protection agency,protection,1
far right,right national,8,0,far | far right | right,national | right | right national,right,1
far right,right party,8,0,far | far right | right,party | right | right party,right,1
fed chair,jerome powell chair,8,0,chair | fed | fed chair,chair | jerome | jerome powell | powell | powell chair,chair,1
fed chair,powell chair,8,0,chair | fed | fed chair,chair | powell | powell chair,chair,1
fed chair,powell chair federal,8,0,chair | fed | fed chair,chair | chair federal | federal | powell | powell chair,chair,1
gas emissions,greenhouse gas,8,0,emissions | gas | gas emissions,gas | greenhouse | greenhouse gas,gas,1
interest rates,rates steady,8,0,interest | interest rates | rates,rates | rates steady | steady,rates,1
interest rates,rates thursday,8,0,interest | interest rates | rates,rates | rates thursday | thursday,rates,1
interest rates,rates unchanged,8,0,interest | interest rates | rates,rates | rates unchanged | unchanged,rates,1
israeli soccer,soccer fans,8,0,israeli | israeli soccer | soccer,fans | soccer | soccer fans,soccer,1
new paperbacks,paperbacks read,8,0,new | new paperbacks | paperbacks,paperbacks | paperbacks read | read,paperbacks,1
new paperbacks,paperbacks read week,8,0,new | new paperbacks | paperbacks,paperbacks | paperbacks read | read | read week | week,paperbacks,1
new paperbacks read,read week,8,0,new | new paperbacks | paperbacks | paperbacks read | read,read | read week | week,read,1
war ii,world war,8,0,ii | war | war ii,war | world | world war,war,1
11 2001,sept 11,7,0,11 | 11 2001 | 2001,11 | sept | sept 11,11,1
11 case,sept 11,7,0,11 | 11 case | case,11 | sept | sept 11,11,1
album cowboy,cowboy carter,7,0,album | album cowboy | cowboy,carter | cowboy | cowboy carter,cowboy,1
asylum seekers,seekers rwanda,7,0,asylum | asylum seekers | seekers,rwanda | seekers | seekers rwanda,seekers,1
barclay opinion,eliza barclay,7,0,barclay | barclay opinion | opinion,barclay | eliza | eliza barclay,barclay,1
barclay opinion,note eliza barclay,7,0,barclay | barclay opinion | opinion,barclay | eliza | eliza barclay | note | note eliza,barclay,1
barclay opinion,opinion climate,7,0,barclay | barclay opinion | opinion,climate | opinion | opinion climate,opinion,1
barclay opinion,opinion climate editor,7,0,barclay | barclay opinion | opinion,climate | climate editor | editor | opinion | opinion climate,opinion,1
barclay opinion climate,climate editor,7,0,barclay | barclay opinion | climate | opinion | opinion climate,climate | climate editor | editor,climate,1
barclay opinion climate,eliza barclay,7,0,barclay | barclay opinion | climate | opinion | opinion climate,barclay | eliza | eliza barclay,barclay,1
barclay opinion climate,note eliza barclay,7,0,barclay | barclay opinion | climate | opinion | opinion climate,barclay | eliza | eliza barclay | note | note eliza,barclay,1
bold ideas,exploring bold,7,0,bold | bold ideas | ideas,bold | exploring | exploring bold,bold,1
bold ideas,ideas secure,7,0,bold | bold ideas | ideas,ideas | ideas secure | secure,ideas,1
bold ideas,ideas secure food,7,0,bold | bold ideas | ideas,food | ideas | ideas secure | secure | secure food,ideas,1
bold ideas,series exploring bold,7,0,bold | bold ideas | ideas,bold | exploring | exploring bold | series | series exploring,bold,1
bold ideas secure,exploring bold,7,0,bold | bold ideas | ideas | ideas secure | secure,bold | exploring | exploring bold,bold,1
bold ideas secure,secure food,7,0,bold | bold ideas | ideas | ideas secure | secure,food | secure | secure food,secure,1
bold ideas secure,secure food supply,7,0,bold | bold ideas | ideas | ideas secure | secure,food | food supply | secure | secure food | supply,secure,1
bold ideas secure,series exploring bold,7,0,bold | bold ideas | ideas | ideas secure | secure,bold | exploring | exploring bold | series | series exploring,bold,1
burning planet,planet series,7,0,burning | burning planet | planet,planet | planet series | series,planet,1
burning planet,planet series exploring,7,0,burning | burning planet | planet,exploring | planet | planet series | series | series exploring,planet,1
burning planet series,eat burning,7,0,burning | burning planet | planet | planet series | series,burning | eat | eat burning,burning,1
burning planet series,series exploring,7,0,burning | burning planet | planet | planet series | series,exploring | series | series exploring,series,1
burning planet series,series exploring bold,7,0,burning | burning planet | planet | planet series | series,bold | exploring | exploring bold | series | series exploring,series,1
chinese electric,electric vehicles,7,0,chinese | chinese electric | electric,electric | electric vehicles | vehicles,electric,1
climate change,combat climate,7,0,change | climate | climate change,climate | combat | combat climate,climate,1
climate change,global climate,7,0,change | climate | climate change,climate | global | global climate,climate,1
climate editor,opinion climate,7,0,climate | climate editor | editor,climate | opinion | opinion climate,climate,1
eat burning planet,planet series,7,0,burning | burning planet | eat | eat burning | planet,planet | planet series | series,planet,1
eat burning planet,planet series exploring,7,0,burning | burning planet | eat | eat burning | planet,exploring | planet | planet series | series | series exploring,planet,1
electric vehicles,tariffs electric,7,0,electric | electric vehicles | vehicles,electric | tariffs | tariffs electric,electric,1
eliza barclay,note eliza,7,0,barclay | eliza | eliza barclay,eliza | note | note eliza,eliza,1
eliza barclay,project note eliza,7,0,barclay | eliza | eliza barclay,eliza | note | note eliza | project | project note,eliza,1
eliza barclay opinion,note eliza,7,0,barclay | barclay opinion | eliza | eliza barclay | opinion,eliza | note | note eliza,eliza,1
eliza barclay opinion,opinion climate,7,0,barclay | barclay opinion | eliza | eliza barclay | opinion,climate | opinion | opinion climate,opinion,1
eliza barclay opinion,opinion climate editor,7,0,barclay | barclay opinion | eliza | eliza barclay | opinion,climate | climate editor | editor | opinion | opinion climate,opinion,1
eliza barclay opinion,project note eliza,7,0,barclay | barclay opinion | eliza | eliza barclay | opinion,eliza | note | note eliza | project | project note,eliza,1
exploring bold,planet series exploring,7,0,bold | exploring | exploring bold,exploring | planet | planet series | series | series exploring,exploring,1
exploring bold,series exploring,7,0,bold | exploring | exploring bold,exploring | series | series exploring,exploring,1
exploring bold ideas,ideas secure,7,0,bold | bold ideas | exploring | exploring bold | ideas,ideas | ideas secure | secure,ideas,1
exploring bold ideas,ideas secure food,7,0,bold | bold ideas | exploring | exploring bold | ideas,food | ideas | ideas secure | secure | secure food,ideas,1
exploring bold ideas,planet series exploring,7,0,bold | bold ideas | exploring | exploring bold | ideas,exploring | planet | planet series | series | series exploring,exploring,1
exploring bold ideas,series exploring,7,0,bold | bold ideas | exploring | exploring bold | ideas,exploring | series | series exploring,exploring,1
far right,right national rally,7,0,far | far right | right,national | national rally | rally | right | right national,right,1
far right national,national rally,7,0,far | far right | national | right | right national,national | national rally | rally,national,1
follow live,live updates,7,0,follow | follow live | live,live | live updates | updates,live,1
food supply,ideas secure food,7,0,food | food supply | supply,food | ideas | ideas secure | secure | secure food,food,1
food supply,secure food,7,0,food | food supply | supply,food | secure | secure food,food,1
food supply,supply read,7,0,food | food supply | supply,read | supply | supply read,supply,1
food supply,supply read project,7,0,food | food supply | supply,project | read | read project | supply | supply read,supply,1
food supply read,ideas secure food,7,0,food | food supply | read | supply | supply read,food | ideas | ideas secure | secure | secure food,food,1
food supply read,read project,7,0,food | food supply | read | supply | supply read,project | read | read project,read,1
food supply read,read project note,7,0,food | food supply | read | supply | supply read,note | project | project note | read | read project,read,1
food supply read,secure food,7,0,food | food supply | read | supply | supply read,food | secure | secure food,food,1
four years,years ago,7,0,four | four years | years,ago | years | years ago,years,1
gaza city,northern gaza,7,0,city | gaza | gaza city,gaza | northern | northern gaza,gaza,1
ideas secure,secure food,7,0,ideas | ideas secure | secure,food | secure | secure food,secure,1
ideas secure,secure food supply,7,0,ideas | ideas secure | secure,food | food supply | secure | secure food | supply,secure,1
interest rate,rate cut,7,0,interest | interest rate | rate,cut | rate | rate cut,rate,1
israel military,israeli military said,7,0,israel | israel military | military,israeli | israeli military | military,military,1
israeli airstrike,israeli military,7,0,airstrike | israeli | israeli airstrike,israeli | israeli military | military,israeli,1
israeli airstrikes,killed israeli,7,0,airstrikes | israeli | israeli airstrikes,israeli | killed | killed israeli,israeli,1
israeli forces,killed israeli,7,0,forces | israeli | israeli forces,israeli | killed | killed israeli,israeli,1
israeli strike,killed israeli,7,0,israeli | israeli strike | strike,israeli | killed | killed israeli,israeli,1
japan nippon,nippon steel,7,0,japan | japan nippon | nippon,nippon | nippon steel | steel,nippon,1
national rally,right national,7,0,national | national rally | rally,national | right | right national,national,1
note eliza,project note,7,0,eliza | note | note eliza,note | project | project note,note,1
note eliza,read project note,7,0,eliza | note | note eliza,note | project | project note | read | read project,note,1
note eliza barclay,project note,7,0,barclay | eliza | eliza barclay | note | note eliza,note | project | project note,note,1
note eliza barclay,read project note,7,0,barclay | eliza | eliza barclay | note | note eliza,note | project | project note | read | read project,note,1
officials said,officials say,7,0,officials,officials,officials,1
officials say,ukrainian officials,7,0,officials,officials | ukrainian | ukrainian officials,officials,1
part series,reflection part,7,0,part | part series | series,part | reflection | reflection part,part,1
part series called,reflection part,7,0,called | part | part series | series | series called,part | reflection | reflection part,part,1
personal reflection,reflection part,7,0,personal | personal reflection | reflection,part | reflection | reflection part,reflection,1
planet series,series exploring,7,0,planet | planet series | series,exploring | series | series exploring,series,1
planet series,series exploring bold,7,0,planet | planet series | series,bold | exploring | exploring bold | series | series exploring,series,1
project note,read project,7,0,note | project | project note,project | read | read project,project,1
project note,supply read project,7,0,note | project | project note,project | read | read project | supply | supply read,project,1
project note eliza,read project,7,0,eliza | note | note eliza | project | project note,project | read | read project,project,1
project note eliza,supply read project,7,0,eliza | note | note eliza | project | project note,project | read | read project | supply | supply read,project,1
read project,supply read,7,0,project | read | read project,read | supply | supply read,read,1
read project note,supply read,7,0,note | project | project note | read | read project,read | supply | supply read,read,1
russia ukraine,ukraine war,7,0,russia | russia ukraine | ukraine,ukraine | ukraine war | war,ukraine,1
secure food supply,supply read,7,0,food | food supply | secure | secure food | supply,read | supply | supply read,supply,1
secure food supply,supply read project,7,0,food | food supply | secure | secure food | supply,project | read | read project | supply | supply read,supply,1
23 chinese swimmers,swimmers tested positive,6,0,23 | 23 chinese | chinese | chinese swimmers | swimmers,positive | swimmers | swimmers tested | tested | tested positive,swimmers,1
23 elite,elite chinese,6,0,23 | 23 elite | elite,chinese | elite | elite chinese,elite,1
23 elite,elite chinese swimmers,6,0,23 | 23 elite | elite,chinese | chinese swimmers | elite | elite chinese | swimmers,elite,1
23 elite chinese,chinese swimmers,6,0,23 | 23 elite | chinese | elite | elite chinese,chinese | chinese swimmers | swimmers,chinese,1
abortion ban,anti abortion,6,0,abortion | abortion ban | ban,abortion | anti | anti abortion,abortion,1
abortion bans,right abortion,6,0,abortion | abortion bans | bans,abortion | right | right abortion,abortion,1
abortion pill,abortion pills,6,0,abortion | abortion pill | pill,abortion | abortion pills | pills,abortion,1
african nation,west african,6,0,african | african nation | nation,african | west | west african,african,1
alternative germany,germany party,6,0,alternative | alternative germany | germany,germany | germany party | party,germany,1
alternative germany,right alternative,6,0,alternative | alternative germany | germany,alternative | right | right alternative,alternative,1
attack israel,israel hamas,6,0,attack | attack israel | israel,hamas | israel | israel hamas,israel,1
automobile workers,workers union,6,0,automobile | automobile workers | workers,union | workers | workers union,workers,1
bank england,central bank,6,0,bank | bank england | england,bank | central | central bank,bank,1
biden administration,president biden,6,0,administration | biden | biden administration,biden | president | president biden,biden,1
biden administration,president biden,6,0,administration | biden | biden administration,biden | president | president biden,biden,1
biden administration,trump administration,6,0,administration | biden | biden administration,administration | trump | trump administration,administration,1
book review,review including,6,0,book | book review | review,including | review | review including,review,1
book review,review including titles,6,0,book | book review | review,including | including titles | review | review including | titles,review,1
book review including,including titles,6,0,book | book review | including | review | review including,including | including titles | titles,including,1
burning planet,part eat burning,6,0,burning | burning planet | planet,burning | eat | eat burning | part | part eat,burning,1
burning planet series,part eat burning,6,0,burning | burning planet | planet | planet series | series,burning | eat | eat burning | part | part eat,burning,1
chinese doping,doping case,6,0,chinese | chinese doping | doping,case | doping | doping case,doping,1
chinese electric,tariffs chinese,6,0,chinese | chinese electric | electric,chinese | tariffs | tariffs chinese,chinese,1
chinese swimmers tested,elite chinese,6,0,chinese | chinese swimmers | swimmers | swimmers tested | tested,chinese | elite | elite chinese,chinese,1
climate activists,climate change,6,0,activists | climate | climate activists,change | climate | climate change,climate,1
congestion pricing,pricing plan,6,0,congestion | congestion pricing | pricing,plan | pricing | pricing plan,pricing,1
consumer financial,financial protection,6,0,consumer | consumer financial | financial,financial | financial protection | protection,financial,1
consumer financial,financial protection bureau,6,0,consumer | consumer financial | financial,bureau | financial | financial protection | protection | protection bureau,financial,1
